=======================================================================
ID     | NOME DO ALUNO                       | CURSO                    
582    | Leonardo Passarinho                 | Engenharia de Software   
583    | Heitor Vasques                      | Psicologia               
584    | Sra. Joana da Cruz                  | Sistemas de Informacao   
585    | Carlos Sales                        | Enfermagem               
586    | João Beltrão                        | Psicologia               
587    | Srta. Felipe Gonçalves              | Medicina                 
588    | Ryan Souza                          | Sistemas de Informacao   
589    | Theo da Nóbrega                     | Sistemas de Informacao   
590    | Yango da Luz                        | Psicologia               
591    | Sra. Otávio da Conceição            | Arquitetura              
592    | Luiz Felipe da Maia                 | Psicologia               
593    | André Datena                        | Enfermagem               
594    | Letícia Vimaranes                   | Sistemas de Informacao   
595    | Janaína Cerqueira Neto              | Psicologia               
596    | Srta. João Pedro Moraes             | Direito                  
597    | Rafael Banheira Jr.                 | Administracao            
598    | Gabriel Peixoto                     | Direito                  
599    | Ana Clara da Paz                    | Agronomia                
600    | Mirella da Paz                      | Ciencia da Computacao    
601    | Giovanna Hermingues Filho           | Direito                  
602    | Louise Henriques                    | Medicina                 
603    | Eduarda Rodrigues                   | Arquitetura              
604    | Helena Bentes                       | Medicina                 
605    | Pedro Tobias Rameira Neto           | Engenharia de Software   
606    | Dra. Arthur Miguel do Prado         | Ciencia da Computacao    
607    | Anthony Garcês                      | Medicina                 
608    | Ladislau da Mota                    | Administracao            
609    | Davi Lucca Rocha                    | Sistemas de Informacao   
610    | Lorraine Garcês                     | Administracao            
611    | Cecília Macieira Jr.                | Psicologia               
612    | Felipe Albuquerque                  | Ciencia da Computacao    
